ADM_RATE,AGE_ENTRY,AVGFACSAL,CITY,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,HBCU,HSI,ICLEVEL,INSTNM,INSTURL,MD_EARN_WNE_P10,NANTI,OPEID,PCIP13,PCIP14,PCIP27,PCIP52,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCTPELL,PFTFAC,PREDDEG,RELAFFIL,SAT_AVG,SCH_DEG,STABBR,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,LATITUDE,LONGITUDE,date
0.7376,25.385231459,9290,Prescott,2,56260,51768000,0.1816434407,0.3554592721,23666,0,0,1,Embry-Riddle Aeronautical University-Prescott,prescott.erau.edu/,82012,0,00147902,0,0.3448,0,0.0507,3.64000010490417,9.75,11.329999923706,78.7900009155273,0.1901,0.7611,3,NULL,1240,3,AZ,3015,0.7333,0.2667,0.0647,0.0063,0.0624,0.0202,0.1516,0.0036,0.0806,0.0242,0.5864,34.616766,-112.449741,2024-06-13
NULL,24.81320098,9548,Glendale,1,15020,NULL,0.5678741782,0.529686243,6960,0,1,2,Glendale Community College,www.gccaz.edu/,41568,0,00107600,0.0248,0.0019,0,0.0952,2.20000004768371,4.19999980926513,27.1100006103515,75.1699981689453,0.2936,1,1,NULL,NULL,1,AZ,10528,0.4382,0.5618,0.0461,0.0136,0.0444,0.0666,0.422,0.0021,0.0089,0.0215,0.3749,33.570226,-112.190735,2024-06-13
NULL,27.913286713,8577,Phoenix,1,15327,NULL,0.6181818182,0.5662280702,6750,0,1,2,GateWay Community College,www.gatewaycc.edu/,44359,0,00830300,0.0023,0,0,0.0556,1.95000004768371,4.6100001335144,32.4099998474121,69.8000030517578,0.2869,1,1,NULL,NULL,1,AZ,3691,0.33,0.67,0.0398,0.0322,0.0393,0.1084,0.4787,0.0027,0.0016,0.0122,0.285,33.449686,-111.997077,2024-06-13
NULL,25.266043128,9582,Mesa,1,16002,NULL,0.545336451,0.4578514912,7473,0,1,2,Mesa Community College,www.mesacc.edu/,43299,0,00107700,0.0198,0.0013,0.0006,0.0937,2.35999989509582,3.15000009536743,19.8099994659423,77.8300018310547,0.2289,1,2,NULL,NULL,2,AZ,12167,0.4593,0.5407,0.0472,0.0341,0.0396,0.0593,0.336,0.0039,0.0146,0.0201,0.4452,33.390323,-111.871255,2024-06-13
NULL,27.525912839,6171,Kingman,1,11046,3840343,0.6301531213,0.5360896987,9700,0,1,2,Mohave Community College,https://www.mohave.edu/,32586,0,01186400,0.0185,0,0.0022,0.0903,0.94999998807907,0.72000002861022,11.6800003051757,89.2300033569336,0.3451,0.3361,1,NULL,NULL,2,AZ,2622,0.3032,0.6968,0.0297,0.0206,0.0156,0.0133,0.2475,0.0061,0.0072,0.0126,0.6472,35.270996,-114.029838,2024-06-13
NULL,24.198358413,6347,Tsaile,1,14140,8401082,0.634746922,0.4318936877,PrivacySuppressed,0,0,1,Dine College,https://www.dinecollege.edu/,28968,0,00824600,0.1151,0,0.0144,0.1871,0.15000000596046,0.18999999761581,1.94000005722045,5.34000015258789,0.4755,0.75,2,NULL,NULL,2,AZ,1224,0.2353,0.7647,0.0008,0.9796,0,0.0025,0.0033,0.0008,0.0033,0.0008,0.009,36.293328,-109.21684,2024-06-13
0.7835,24.125097428,8903,Flagstaff,1,28480,203671000,0.6385814497,0.3868625756,19000,0,1,1,Northern Arizona University,https://nau.edu/,50118,0,00108200,0.0835,0.0406,0.0065,0.1855,2.22000002861022,2.47000002861022,18.75,74.9000015258789,0.3174,0.6536,3,NULL,NULL,3,AZ,23772,0.3646,0.6354,0.0567,0.0283,0.0218,0.0309,0.2608,0.0027,0.0167,0.0219,0.5602,35.188449,-111.653724,2024-06-13
NULL,26.976676385,6888,Holbrook,1,14079,12414,0.6224489796,0.4664371773,PrivacySuppressed,0,0,2,Northland Pioneer College,www.npc.edu/,32056,1,01186200,0.055,0,0,0.0372,0.37999999523162,0.9200000166893,9.93000030517578,50.8699989318847,0.153,0.436,1,NULL,NULL,1,AZ,1124,0.3096,0.6904,0.0125,0.3888,0.0107,0.0009,0.1201,0.0036,0,0.04,0.4235,34.93031,-110.142199,2024-06-13
NULL,25.673577083,9206,Phoenix,1,15974,NULL,0.6298529966,0.6157552397,6750,0,1,2,Phoenix College,www.phoenixcollege.edu/,38004,0,00107800,0.0062,0.001,0.0005,0.1642,1.89999997615814,5.30000019073486,39.2999992370605,65.9700012207031,0.3419,1,1,NULL,NULL,2,AZ,6674,0.3394,0.6606,0.0366,0.025,0.0292,0.0947,0.5641,0.001,0.0078,0.021,0.2206,33.481361,-112.088293,2024-06-13
NULL,24.66969086,7256,Tucson,1,8648,5549611,0.5442428315,0.4776079734,7000,0,1,2,Pima Community College,www.pima.edu/,38416,0,00726600,0.0229,0,0,0.0707,2,3.36999988555908,32.060001373291,72.8199996948242,0.3136,0.278,1,NULL,NULL,1,AZ,13128,0.4109,0.5891,0.0264,0.0197,0.0275,0.0491,0.4911,0.003,0.0094,0.0201,0.3537,32.222125,-110.886659,2024-06-13
0.9932,27.980676329,5070,Prescott,2,44892,2243628,0.6956521739,0.2319587629,16300,0,0,1,Prescott College,https://www.prescott.edu/,37590,0,02065300,0.1429,0,0,0.0238,2.61999988555908,3.27999997138977,15.369999885559,81.870002746582,0.4455,0.359,3,NULL,NULL,3,AZ,383,0.3446,0.6554,0.0261,0.0235,0.0183,0.0287,0.0444,0.0026,0.0052,0.1723,0.6789,34.5452,-112.477185,2024-06-13
NULL,30.17698328,6744,Tempe,1,14123,NULL,0.6757381715,0.4732347428,9500,0,1,2,Rio Salado College,www.rio.maricopa.edu/,43177,0,02177500,0.0123,0,0,0.2644,2.15000009536743,4.67000007629394,22.2900009155273,77.120002746582,0.0936,1,1,NULL,NULL,1,AZ,3824,0.3575,0.6425,0.0515,0.0199,0.0256,0.1015,0.3154,0.0029,0.0008,0.0222,0.4603,33.413309,-111.97417,2024-06-13
NULL,25.550996483,9887,Scottsdale,1,16557,NULL,0.5318483783,0.4023349798,8000,0,0,2,Scottsdale Community College,www.scottsdalecc.edu/,43959,0,00830400,0.0081,0,0,0.217,2.24000000953674,3.04999995231628,16.3199996948242,80.8099975585937,0.1468,1,2,NULL,NULL,2,AZ,4764,0.4265,0.5735,0.051,0.0432,0.0298,0.051,0.2655,0.0017,0.0076,0.0235,0.5267,33.51135,-111.885186,2024-06-13
NULL,25.049096804,9586,Phoenix,1,15440,NULL,0.5937934229,0.5895117541,8000,0,1,2,South Mountain Community College,www.southmountaincc.edu/,36284,0,02146600,0.0125,0,0,0.0944,1.8400000333786,8.36999988555908,42.7999992370605,60.3699989318847,0.3346,1,1,NULL,NULL,2,AZ,2395,0.4071,0.5929,0.0463,0.0355,0.0225,0.1457,0.5754,0.0025,0.005,0.0175,0.1495,33.382406,-112.032635,2024-06-13
0.7594,22.759109312,5291,Glendale,2,47850,251427,0.2894736842,0.3825503356,23000,0,1,1,Arizona Christian University,arizonachristian.edu/,44012,0,00711300,0.1818,0,0,0.3106,2.39000010490417,2.34999990463256,19.7099990844726,82.2699966430664,0.3924,0.3222,3,88,1043,3,AZ,1012,0.6126,0.3874,0.0751,0.0148,0.0119,0.1067,0.2806,0.0059,0.0326,0.0089,0.4634,33.622952,-112.181776,2024-06-13
NULL,27.900881982,7748,Prescott,1,12567,14934669,0.5636287274,0.5,9000,0,0,2,Yavapai College,https://www.yc.edu/,36221,0,00107900,0.0221,0.0015,0,0.0836,0.83999997377395,0.93999999761581,11.0900001525878,86.3099975585937,0.2729,0.2906,1,NULL,NULL,1,AZ,4004,0.3986,0.6014,0.0355,0.024,0.0115,0.0125,0.2145,0.004,0.0025,0.0739,0.6216,34.547495,-112.453395,2024-06-13
0.5769,25.515523089,7772,Little Rock,1,20260,137934462,0.6464909992,0.3910404624,22000,0,0,1,University of Arkansas at Little Rock,ualr.edu/www/,42973,0,00110100,0.0368,0.0134,0.0053,0.1307,1.01999998092651,26.0699996948242,2.56999993324279,70.0500030517578,0.4255,1,3,NULL,1119,3,AR,5025,0.3584,0.6416,0.1522,0.0092,0.0225,0.2521,0.0289,0,0.0338,0.0096,0.4917,34.723254,-92.339778,2024-06-13
NULL,28.42,9475,Little Rock,1,NULL,334680000,0.8375,0.3950276243,14000,0,0,1,University of Arkansas for Medical Sciences,https://www.uams.edu/,71265,0,00110900,0,0,0,0,0.86000001430511,16.4500007629394,2.97000002861022,79.3399963378906,0.326,0.8949,3,NULL,NULL,3,AR,1072,0.1455,0.8545,0.0308,0.0028,0.0662,0.1185,0.0849,0,0.0019,0.0522,0.6427,34.749048,-92.320046,2024-06-13
NULL,21.672,4397,Little Rock,2,22127,NULL,0.2502857143,0.4495289367,25375,1,0,1,Arkansas Baptist College,www.arkansasbaptist.edu/,27908,0,00108700,0,0,0,0.2692,1.02999997138977,44.6699981689453,3.47000002861023,50.8600006103515,0.6659,0.5143,3,54,NULL,2,AR,414,0.7826,0.2174,0.0169,0.0024,0,0.7971,0.0338,0.0097,0.0145,0.0435,0.0821,34.734751,-92.290555,2024-06-13
0.2721,19.920110193,6087,Batesville,2,33415,97668919,0.4325068871,0.3,21500,0,0,1,Lyon College,www.lyon.edu/,45416,0,00108800,0.0347,0,0.0556,0.2153,0.93000000715255,6.86999988555908,3.13000011444091,88.7099990844726,0.388,0.8596,3,66,1163,3,AR,576,0.5885,0.4115,0.0069,0.0104,0.0191,0.0642,0.0955,0.0035,0.0764,0.1493,0.5747,35.777619,-91.625354,2024-06-13
0.8267,21.283907238,10047,Fayetteville,1,23843,1209277289,0.5588193956,0.2599614872,21500,0,0,1,University of Arkansas,https://www.uark.edu/,54417,0,00110800,0.0264,0.1084,0.0047,0.2726,1.48000001907348,7.80999994277954,5.21999979019165,84.9499969482422,0.1795,0.8463,3,NULL,1188,3,AR,24001,0.4392,0.5608,0.0467,0.0077,0.0279,0.0446,0.1039,0.0012,0.018,0.0111,0.7387,36.070009,-94.176981,2024-06-13
0.6753,21.153024911,6008,Pine Bluff,1,18873,7488701,0.5960854093,0.3677375256,24202,1,0,1,University of Arkansas at Pine Bluff,www.uapb.edu/,34777,0,00108600,0.1196,0,0.0109,0.1277,0.95999997854232,52.7000007629394,3.94000005722045,42.9199981689453,0.6984,0.8174,3,NULL,902,3,AR,2444,0.4088,0.5912,0.0233,0.0053,0.0025,0.9043,0.0221,0.0004,0.0106,0.0029,0.0286,34.244031,-92.018683,2024-06-13
NULL,23.775151182,5096,Beebe,1,15021,758354,0.5981308411,0.4561618639,8093,0,0,2,Arkansas State University-Beebe,www.asub.edu/,33941,0,00109100,0.0506,0,0,0.0477,0.41999998688697,5.26999998092651,1.87000000476837,91.8399963378906,0.3612,0.6063,2,NULL,NULL,1,AR,1787,0.3654,0.6346,0.0269,0.005,0.0101,0.0571,0.0526,0.0028,0,0.0028,0.8428,35.074176,-91.895351,2024-06-13
0.6329,23.319087044,7423,Jonesboro,1,21752,82311424,0.6108749161,0.3882667965,20500,0,0,1,Arkansas State University,www.astate.edu/,39824,0,00109000,0.0561,0.0233,0.0047,0.1071,0.49000000953674,13.9499998092651,1.92999994754791,83.2600021362304,0.367,1,3,NULL,1149,3,AR,7478,0.3728,0.6272,0.0321,0.0028,0.0102,0.14,0.0444,0.0007,0.0508,0.0078,0.7113,35.842388,-90.679988,2024-06-13
0.9437,23.041621268,6845,Russellville,1,19857,49075714,0.5661364132,0.4574780059,21000,0,0,1,Arkansas Tech University,www.atu.edu/,40334,0,00108900,0.05,0.0287,0.0015,0.1114,0.60000002384185,5.53999996185302,3.65000009536743,89.7600021362304,0.3553,0.9914,3,NULL,NULL,3,AR,6467,0.441,0.559,0.0492,0.0076,0.0156,0.0721,0.0971,0.0009,0.0277,0,0.7299,35.293237,-93.13562,2024-06-13
NULL,23.630971129,5550,Monticello,1,19028,3728045,0.537007874,0.4533974744,19971,0,0,1,University of Arkansas at Monticello,www.uamont.edu/,35216,0,00108500,0.0772,0,0.003,0.1317,0.40000000596046,32.6399993896484,2.84999990463256,64.1800003051757,0.5157,1,1,NULL,NULL,1,AR,1946,0.4147,0.5853,0.1033,0.0015,0.0051,0.2929,0.0704,0,0.0051,0.001,0.5206,33.590909,-91.811153,2024-06-13
0,26.0512,6733,Little Rock,2,24888,8492655,0.864,0.4169550173,10000,0,0,2,Baptist Health College Little Rock,https://www.bhclr.edu/,57627,0,03105200,0,0,0,0,0.68000000715255,20.9200000762939,1.92999994754791,75.9499969482422,0.888,0.5833,2,54,NULL,2,AR,666,0.1216,0.8784,0.03,0.0045,0.012,0.2883,0.0646,0,0,0.0045,0.5961,34.713115,-92.40692,2024-06-13
NULL,24.774054054,4916,Pocahontas,1,13317,133095,0.6108108108,0.4806973848,9500,0,0,2,Black River Technical College,www.blackrivertech.edu/,31970,0,02052200,0,0,0,0.0382,0.15000000596046,1.48000001907348,0.99000000953674,96.3000030517578,0.4985,0.5938,1,NULL,NULL,1,AR,1068,0.3174,0.6826,0.0215,0.0009,0.0037,0.0309,0.0365,0.0019,0,0.0066,0.8979,36.239793,-90.951033,2024-06-13
0.9237,21.152542373,7271,Conway,1,21408,37677482,0.6165561287,0.3459589224,20346,0,0,1,University of Central Arkansas,www.uca.edu/,43712,0,00109200,0.084,0.0026,0.0053,0.1648,0.72000002861022,16.5699996948242,2.50999999046325,79.8000030517578,0.3658,0.8036,3,NULL,1133,3,AR,7763,0.3843,0.6157,0.0468,0.003,0.0219,0.1671,0.0642,0.001,0.0366,0.0024,0.6571,35.077945,-92.457672,2024-06-13
0.616,24.791962175,5492,Conway,2,27262,3624265,0.4609929078,0.3455497382,22250,0,0,1,Central Baptist College,www.cbc.edu/,42333,0,00109300,0.1181,0,0,0.1806,0.81000000238418,12.4600000381469,2.98000001907348,83.2799987792968,0.4768,0.3011,3,54,1059,3,AR,546,0.5476,0.4524,0.0531,0.0128,0.0055,0.1575,0.0971,0.0018,0.0311,0.022,0.619,35.083838,-92.445021,2024-06-13
NULL,23.242085661,5020,De Queen,1,11803,82173,0.6759776536,0.5862068966,PrivacySuppressed,0,1,2,Cossatot Community College of the University of Arkansas,www.cccua.edu/,29335,0,02220900,0.0166,0,0,0.0704,0.25999999046325,12.6099996566772,9.17000007629394,79,0.3463,0.4571,1,NULL,NULL,1,AR,858,0.3089,0.6911,0.0431,0.0105,0.0047,0.1515,0.2681,0.0012,0,0,0.521,34.043389,-94.3673,2024-06-13
NULL,20.22875817,5516,Paragould,2,23830,1528294,0.3921568627,0.3956834532,26228,0,0,1,Crowley's Ridge College,www.crc.edu/,29667,0,00109500,0.225,0,0,0.325,0.47999998927116,7.26999998092651,2.28999996185302,89.6900024414062,0.5812,0.475,3,74,NULL,3,AR,170,0.5588,0.4412,0,0,0.0059,0.1941,0.0118,0,0,0.0118,0.7765,36.064845,-90.584395,2024-06-13
NULL,22.305882353,4914,Forrest City,1,13211,326042,0.6658823529,0.5082872928,6000,0,0,2,East Arkansas Community College,https://www.eacc.edu/,27806,0,01226000,0.0955,0,0,0.0341,0.43000000715255,40.7999992370605,3.15000009536743,57.0299987792968,0.5107,0.4615,1,NULL,NULL,1,AR,606,0.2756,0.7244,0.0248,0.0033,0.005,0.4472,0.0231,0.0033,0.005,0,0.4884,35.041655,-90.767726,2024-06-13
NULL,25.581173261,5669,Hot Springs,1,14109,1331755,0.5920873124,0.4566613162,10500,0,0,2,National Park College,www.np.edu/,30459,0,01210500,0.0154,0,0,0.0653,0.4699999988079,7.57000017166137,2.67000007629394,88.870002746582,0.7466,1,1,NULL,NULL,2,AR,1903,0.3789,0.6211,0,0.0163,0.0179,0.1161,0.1156,0,0,0.0158,0.7183,34.512687,-93.119248,2024-06-13
NULL,24.262376238,4573,Batesville,1,14176,NULL,0.6757425743,0.4585714286,10250,0,0,2,University of Arkansas Community College-Batesville,www.uaccb.edu/,31098,0,02073500,0.0542,0.0048,0,0.0367,0.46000000834465,2.19000005722045,1.35000002384185,95.1900024414062,0.4273,0.5,1,NULL,NULL,1,AR,698,0.3023,0.6977,0.0473,0.0072,0.0086,0.0258,0.0802,0.0014,0.01,0,0.8195,35.792923,-91.615852,2024-06-13
0.5414,20.986959506,7507,Searcy,2,33168,166223072,0.5682910089,0.2054794521,26500,0,0,1,Harding University,www.harding.edu/,50273,0,00109700,0.1262,0.0613,0.0035,0.1725,1.82000005245208,8.89999961853027,5.73000001907348,84.5299987792968,0.2128,0.7235,3,74,1183,3,AR,3262,0.4418,0.5582,0.0356,0.0037,0.0135,0.0515,0.0389,0.0009,0.0589,0.0009,0.7961,35.247386,-91.726143,2024-06-13
0.7501,21.535365152,6613,Arkadelphia,1,25533,22488060,0.5543415756,0.3767383059,19500,0,0,1,Henderson State University,https://www.hsu.edu/,40681,0,00109800,0.1355,0.0092,0.0018,0.1465,0.76999998092651,16.4799995422363,4.30000019073486,78.7900009155273,0.4638,0.9947,3,NULL,1084,3,AR,2205,0.4726,0.5274,0.0644,0.0027,0.0186,0.1755,0.0653,0.0086,0.015,0.0045,0.6454,34.128155,-93.059703,2024-06-13
0.683,19.430555556,7615,Conway,2,55218,181804465,0.505952381,0.1920668058,26688,0,0,1,Hendrix College,https://www.hendrix.edu/,48230,0,00109900,0,0,0.0256,0.047,2.00999999046325,11.7700004577636,5.55999994277954,81.620002746582,0.2863,1,3,71,1286,3,AR,1103,0.4887,0.5113,0.0508,0.0054,0.039,0.0752,0.0943,0.0009,0.0218,0.0236,0.689,35.101565,-92.443256,2024-06-13
0.5287,24.157142857,7137,Siloam Springs,2,41492,126697574,0.6155844156,0.2888283379,21250,0,0,1,John Brown University,https://www.jbu.edu/,54964,0,00110000,0.0418,0.0757,0.0104,0.2272,1.55999994277954,5.01000022888183,6.51999998092651,85.8399963378906,0.2489,0.9483,3,NULL,1231,3,AR,1381,0.4019,0.5981,0.0608,0.0159,0.0181,0.0152,0.076,0.0007,0.0789,0.0196,0.7147,36.189812,-94.560283,2024-06-13
NULL,24.965789474,4123,West Memphis,1,15083,3122164,0.6394736842,0.5944272446,PrivacySuppressed,0,0,2,Arkansas State University Mid-South,www.asumidsouth.edu/,27245,0,02348200,0.0874,0,0,0.1059,0.47999998927116,46.4300003051757,1.5,51.4000015258789,0.3325,0.4578,1,NULL,NULL,1,AR,525,0.3486,0.6514,0.0324,0.0038,0.0057,0.541,0.0514,0.0038,0.021,0,0.341,35.145736,-90.22285,2024-06-13
NULL,23.821543408,4999,Blytheville,1,10511,3731780,0.6414790997,0.5894538606,PrivacySuppressed,0,0,2,Arkansas Northeastern College,www.anc.edu/,31975,0,01286000,0.0568,0,0,0.0545,0.34999999403953,25.2600002288818,2.03999996185302,72.0899963378906,0.3461,1,1,NULL,NULL,1,AR,786,0.3422,0.6578,0.0038,0.0038,0.0115,0.3295,0.0509,0,0,0,0.6005,35.898597,-89.921005,2024-06-13
NULL,24.772727273,5367,Harrison,1,15648,4975226,0.5589225589,0.5375118708,9000,0,0,2,North Arkansas College,www.northark.edu/,32634,0,01226100,0.0305,0.0036,0,0.088,0.30000001192092,0.99000000953674,2.66000008583068,95.6999969482422,0.4414,0.5113,1,NULL,NULL,1,AR,1161,0.3798,0.6202,0.0439,0.0009,0.0069,0.0241,0.0801,0.0026,0.0052,0.0164,0.82,36.219909,-93.08844,2024-06-13
NULL,26.194915254,NULL,Springdale,1,16765,NULL,0.3898305085,0.5863874346,PrivacySuppressed,0,0,3,Northwest Technical Institute,www.nwti.edu/,42251,0,02073700,0,0,0,0,1.19000005722045,1.48000001907348,8.14000034332275,89.3399963378906,0.5323,NULL,1,NULL,NULL,1,AR,155,0.6839,0.3161,0.0516,0.0129,0.0387,0.0323,0.3613,0.0194,0,0.0129,0.471,36.178032,-94.115346,2024-06-13
0.7375,19.762951334,6545,Arkadelphia,2,41491,120694205,0.4945054945,0.2354892206,21050,0,0,1,Ouachita Baptist University,www.obu.edu/,46670,0,00110200,0.0896,0,0.0028,0.1905,2.36999988555908,12.7799997329711,7.63000011444091,78.9899978637695,0.2428,0.95,3,75,NULL,3,AR,1572,0.4262,0.5738,0.0337,0.0025,0.0115,0.0776,0.0573,0,0.021,0,0.7964,34.126093,-93.052471,2024-06-13
NULL,27.437699681,4732,Malvern,1,10098,NULL,0.7444089457,0.5,10250,0,0,2,Arkansas State University Three Rivers,www.asutr.edu/,33494,0,00997600,0.0037,0,0,0.0318,0.36000001430511,11.8800001144409,1.57000005245208,85.4400024414062,0.2212,0.5417,1,NULL,NULL,1,AR,424,0.2807,0.7193,0.0542,0.0024,0.0142,0.2406,0.0566,0,0,0,0.6321,34.378745,-92.821416,2024-06-13
NULL,26.5,4824,Melbourne,1,11266,2023940,0.6975308642,0.5092198582,9818,0,0,2,Ozarka College,www.ozarka.edu/,29599,0,02087000,0.0489,0,0,0.0236,0.15000000596046,0.62999999523162,1.01999998092651,96.9000015258789,0.5508,0.4474,1,NULL,NULL,1,AR,627,0.2456,0.7544,0,0.008,0.008,0.0159,0.0159,0,0,0,0.9522,36.053031,-91.896355,2024-06-13
0.5537,20.134831461,6875,Clarksville,2,34732,112268256,0.4859550562,0.346875,20875,0,0,1,University of the Ozarks,https://www.ozarks.edu/,40448,0,00109400,0.0774,0,0.0065,0.271,1.12999999523162,6.57000017166137,7.28000020980835,85.8000030517578,0.3541,0.7969,3,66,1061,3,AR,775,0.4735,0.5265,0.0323,0.009,0.009,0.0542,0.1303,0.0026,0.2903,0.0594,0.4129,35.476278,-93.467221,2024-06-13
1,24.364112639,5311,Morrilton,1,13628,275220,0.6057629339,0.4925261584,10315,0,0,2,University of Arkansas Community College-Morrilton,www.uaccm.edu/,33405,0,00524500,0.0141,0,0,0.0357,0.43000000715255,6.32999992370605,2.34999990463256,90.1399993896484,0.4728,1,1,NULL,NULL,1,AR,1586,0.3726,0.6274,0.0479,0.0019,0.0057,0.0845,0.1103,0,0.0195,0.0088,0.7213,35.172136,-92.728507,2024-06-13
NULL,21.860791826,5891,Little Rock,2,25960,9672116,0.6232439336,0.4303405573,24736,1,0,1,Philander Smith College,https://www.philander.edu/,35537,0,00110300,0.0411,0,0.0274,0.2055,1.41999995708465,46.1599998474121,4.92999982833862,48.0800018310547,0.7547,1,3,71,NULL,3,AR,709,0.3611,0.6389,0.0113,0,0.0014,0.9041,0.0141,0.0113,0.0536,0.0014,0.0028,34.737131,-92.283015,2024-06-13
NULL,22.593645485,4947,Helena,1,10574,NULL,0.6622073579,0.4459459459,PrivacySuppressed,0,0,2,Phillips Community College of the University of Arkansas,www.pccua.edu/,27526,0,00110400,0.064,0,0,0.0662,0.36000001430511,44.6599998474121,1.46000003814697,53.4700012207031,0.3947,0.7571,1,NULL,NULL,1,AR,611,0.3093,0.6907,0.0115,0.0016,0.0065,0.5532,0.0295,0,0,0,0.3977,34.546155,-90.616884,2024-06-13
NULL,24.995343423,4921,Pine Bluff,1,13136,586763,0.6519208382,0.5277401894,8600,0,1,2,Southeast Arkansas College,https://www.seark.edu/,28717,0,00570700,0,0,0,0.0243,0.55000001192092,43.7999992370605,1.24000000953674,54.060001373291,0.6316,0.6486,1,NULL,NULL,1,AR,808,0.2649,0.7351,0.0099,0.0025,0.005,0.5668,0.2203,0,0,0.0012,0.1943,34.210309,-92.025936,2024-06-13
NULL,26.096682733,5027,North Little Rock,1,18439,3880986,0.6138361213,0.4391447368,12080,0,0,2,University of Arkansas-Pulaski Technical College,uaptc.edu/,31765,0,02075300,0.0122,0,0,0.0989,0.9200000166893,32.4300003051757,2.48000001907348,63.7099990844726,0.5023,1,1,NULL,NULL,1,AR,4110,0.3341,0.6659,0.047,0.0036,0.0153,0.39,0.0669,0.0017,0.0041,0.0526,0.4187,34.782783,-92.299184,2024-06-13
NULL,24.32867884,4836,Hope,1,12807,2045733,0.6895810956,0.5503778338,PrivacySuppressed,0,0,2,University of Arkansas Hope-Texarkana,www.uaht.edu/,31229,0,00573200,0.0349,0,0,0.0717,0.23000000417232,28.75,4.67999982833862,67.0100021362304,0.4387,0.5694,1,NULL,NULL,1,AR,760,0.25,0.75,0.0145,0.0013,0.0039,0.3276,0.1,0,0,0.0092,0.5434,33.641665,-93.596762,2024-06-13
NULL,24.113861386,4494,Mena,1,10811,3822501,0.650990099,0.6353276353,6500,0,0,2,University of Arkansas Community College Rich Mountain,www.uarichmountain.edu/,28861,0,02111100,0,0,0,0.0674,0.47999998927116,0.34000000357627,3.77999997138977,93.8799972534179,0.4486,0.4255,1,NULL,NULL,1,AR,529,0.38,0.62,0.017,0.0227,0.0076,0.0284,0.0964,0,0.0567,0.0076,0.7637,34.591449,-94.219799,2024-06-13
NULL,33.14017341,4145,N Little Rock,2,19840,NULL,0.4725433526,0.5572815534,29500,1,0,2,Shorter College,www.shortercollege.edu/,NULL,0,00110500,0,0,0,0.125,NULL,NULL,NULL,NULL,0.8386,0.3469,2,51,NULL,2,AR,245,0.3061,0.6939,0.0041,0.0041,0,0.7673,0.0122,0,0,0.0082,0.2041,34.75933,-92.261331,2024-06-13
0.641,20.942307692,5416,Walnut Ridge,2,31252,13190757,0.4346153846,0.3235294118,21820,0,0,1,Williams Baptist University,https://williamsbaptistuniversity.com/,38840,0,00110600,0.191,0,0,0.2022,0.38999998569488,6.09999990463257,1.70000004768371,90.870002746582,0.5094,1,3,75,1100,3,AR,593,0.4857,0.5143,0.0253,0.0051,0,0.1046,0.0337,0.0017,0.0759,0,0.7538,36.125676,-90.940277,2024-06-13
NULL,26.326585695,5156,El Dorado,1,11982,1199640,0.7327935223,0.539556962,11153,0,0,2,South Arkansas Community College,www.southark.edu/,33232,0,02074600,0.0531,0,0,0.044,0.36000001430511,32.0699996948242,1.76999998092651,65.5500030517578,0.4105,1,1,NULL,NULL,1,AR,889,0.2745,0.7255,0.027,0.0022,0.0045,0.3768,0.0562,0.0011,0.0191,0.0034,0.5096,33.209446,-92.666087,2024-06-13
0.626,21.33203125,7043,Magnolia,1,23732,52176439,0.5619419643,0.4209215442,18750,0,0,1,Southern Arkansas University Main Campus,https://www.saumag.edu/,40671,0,00110700,0.0952,0.0188,0.0055,0.1606,0.62000000476837,28.75,3.55999994277954,67.4800033569336,0.4505,0.5824,3,NULL,1094,3,AR,2795,0.4444,0.5556,0.0512,0.0029,0.0072,0.2114,0.0504,0.0004,0.0193,0.0476,0.6097,33.291618,-93.235922,2024-06-13
NULL,24.719512195,4549,Camden,1,17911,998709,0.5644599303,0.5243902439,6000,0,0,2,Southern Arkansas University Tech,www.sautech.edu/,33279,0,00773800,0.0062,0,0,0.0292,0.27000001072883,34.4799995422363,1.46000003814697,63.3600006103515,0.5579,0.7159,1,NULL,NULL,1,AR,725,0.4566,0.5434,0.0552,0.0014,0,0.4221,0.0441,0.0014,0.0055,0,0.4703,33.628367,-92.721629,2024-06-13
